condition,row_index,predicted_class,node_id,depth,is_leaf,feature,feature_group,transformed_value,operator,threshold
C_DECISION_TREE,148,2,0,0,False,symptoms,textual,0.10409888625144958,>,0.0940028764307499
C_DECISION_TREE,148,2,42,1,False,symptoms,textual,0.10409888625144958,<=,0.16354601830244064
C_DECISION_TREE,148,2,43,2,False,person,textual,0.0,<=,0.032223984599113464
C_DECISION_TREE,148,2,44,3,False,things,textual,0.08107321709394455,<=,0.0945032387971878
C_DECISION_TREE,148,2,45,4,False,video,textual,0.0,<=,0.04531284049153328
C_DECISION_TREE,148,2,46,5,False,certainty_score,handcrafted_linguistic,1.492537260055542,>,1.2307808995246887
C_DECISION_TREE,148,2,50,6,False,actually,textual,0.04817322641611099,>,0.022983187809586525
C_DECISION_TREE,148,2,52,7,True,,,,leaf,
C_DECISION_TREE,150,3,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,150,3,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,150,3,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,150,3,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,150,3,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,150,3,5,5,False,adults,textual,0.0,<=,0.034870099276304245
C_DECISION_TREE,150,3,6,6,False,thing,textual,0.16544508934020996,>,0.0608743317425251
C_DECISION_TREE,150,3,8,7,True,,,,leaf,
C_DECISION_TREE,155,1,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,155,1,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,155,1,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,155,1,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,155,1,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,155,1,5,5,False,adults,textual,0.0,<=,0.034870099276304245
C_DECISION_TREE,155,1,6,6,False,thing,textual,0.0,<=,0.0608743317425251
C_DECISION_TREE,155,1,7,7,True,,,,leaf,
C_DECISION_TREE,159,1,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,159,1,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,159,1,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,159,1,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,159,1,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,159,1,5,5,False,adults,textual,0.0,<=,0.034870099276304245
C_DECISION_TREE,159,1,6,6,False,thing,textual,0.0,<=,0.0608743317425251
C_DECISION_TREE,159,1,7,7,True,,,,leaf,
C_DECISION_TREE,161,1,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,161,1,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,161,1,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,161,1,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,161,1,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,161,1,5,5,False,adults,textual,0.0,<=,0.034870099276304245
C_DECISION_TREE,161,1,6,6,False,thing,textual,0.0,<=,0.0608743317425251
C_DECISION_TREE,161,1,7,7,True,,,,leaf,
C_DECISION_TREE,164,1,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,164,1,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,164,1,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,164,1,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,164,1,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,164,1,5,5,False,adults,textual,0.0,<=,0.034870099276304245
C_DECISION_TREE,164,1,6,6,False,thing,textual,0.0,<=,0.0608743317425251
C_DECISION_TREE,164,1,7,7,True,,,,leaf,
C_DECISION_TREE,165,3,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,165,3,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,165,3,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,165,3,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,165,3,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,165,3,5,5,False,adults,textual,0.0,<=,0.034870099276304245
C_DECISION_TREE,165,3,6,6,False,thing,textual,0.0674404725432396,>,0.0608743317425251
C_DECISION_TREE,165,3,8,7,True,,,,leaf,
C_DECISION_TREE,173,3,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,173,3,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,173,3,2,2,False,way,textual,0.11547113209962845,>,0.07509763911366463
C_DECISION_TREE,173,3,20,3,False,duration_sec_within_platform_percentile,engagement_or_format,0.6365979313850403,>,0.3380323797464371
C_DECISION_TREE,173,3,26,4,False,comments_within_platform_percentile,engagement_or_format,0.9948453903198242,>,0.38530927896499634
C_DECISION_TREE,173,3,28,5,False,sense,textual,0.0,<=,0.04173421859741211
C_DECISION_TREE,173,3,29,6,False,just,textual,0.15938015282154083,>,0.11952247843146324
C_DECISION_TREE,173,3,31,7,True,,,,leaf,
C_DECISION_TREE,179,2,0,0,False,symptoms,textual,0.1041480004787445,>,0.0940028764307499
C_DECISION_TREE,179,2,42,1,False,symptoms,textual,0.1041480004787445,<=,0.16354601830244064
C_DECISION_TREE,179,2,43,2,False,person,textual,0.0,<=,0.032223984599113464
C_DECISION_TREE,179,2,44,3,False,things,textual,0.0,<=,0.0945032387971878
C_DECISION_TREE,179,2,45,4,False,video,textual,0.0,<=,0.04531284049153328
C_DECISION_TREE,179,2,46,5,False,certainty_score,handcrafted_linguistic,3.278688430786133,>,1.2307808995246887
C_DECISION_TREE,179,2,50,6,False,actually,textual,0.09639190882444382,>,0.022983187809586525
C_DECISION_TREE,179,2,52,7,True,,,,leaf,
C_DECISION_TREE,193,1,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,193,1,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,193,1,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,193,1,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,193,1,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,193,1,5,5,False,adults,textual,0.0,<=,0.034870099276304245
C_DECISION_TREE,193,1,6,6,False,thing,textual,0.0,<=,0.0608743317425251
C_DECISION_TREE,193,1,7,7,True,,,,leaf,
C_DECISION_TREE,195,1,0,0,False,symptoms,textual,0.13436779379844666,>,0.0940028764307499
C_DECISION_TREE,195,1,42,1,False,symptoms,textual,0.13436779379844666,<=,0.16354601830244064
C_DECISION_TREE,195,1,43,2,False,person,textual,0.0,<=,0.032223984599113464
C_DECISION_TREE,195,1,44,3,False,things,textual,0.10464692860841751,>,0.0945032387971878
C_DECISION_TREE,195,1,54,4,True,,,,leaf,
C_DECISION_TREE,196,1,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,196,1,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,196,1,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,196,1,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,196,1,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,196,1,5,5,False,adults,textual,0.0,<=,0.034870099276304245
C_DECISION_TREE,196,1,6,6,False,thing,textual,0.0,<=,0.0608743317425251
C_DECISION_TREE,196,1,7,7,True,,,,leaf,
C_DECISION_TREE,199,3,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,199,3,1,1,False,talking,textual,0.0,<=,0.022087890654802322
