condition_a,condition_b,metric,observed_a_minus_b,bootstrap_mean_a_minus_b,ci_low,ci_high,confidence_level,valid_resamples,higher_is_better
A_RIDGE,A_DECISION_TREE,quadratic_weighted_kappa,0.3714836465926217,0.37046281860765523,0.03962499535253106,0.6911515584736407,0.95,10000,True
A_RIDGE,B_LOGISTIC_REGRESSION,quadratic_weighted_kappa,0.042029508136170235,0.04171544568620732,-0.26488262394174666,0.33534764666348815,0.95,10000,True
A_RIDGE,B_RIDGE,quadratic_weighted_kappa,0.09290455266596287,0.09158773591582306,-0.24457502428323047,0.4199147412730598,0.95,10000,True
A_RIDGE,B_COMPLEMENT_NB,quadratic_weighted_kappa,-0.11235808419874715,-0.10964272189635488,-0.38312507462946893,0.14868459680573648,0.95,10000,True
A_RIDGE,B_DECISION_TREE,quadratic_weighted_kappa,0.31763001674967417,0.3174714236947909,-0.0051746034225537375,0.6387965995559487,0.95,10000,True
A_RIDGE,C_LOGISTIC_REGRESSION,quadratic_weighted_kappa,-0.06684799164201338,-0.06691183623772885,-0.32204354555907444,0.1989909923191668,0.95,10000,True
A_RIDGE,C_RIDGE,quadratic_weighted_kappa,-0.005810656047899543,-0.006206968003220095,-0.27683283221957733,0.2715490866526629,0.95,10000,True
A_RIDGE,C_COMPLEMENT_NB,quadratic_weighted_kappa,-0.10233094581381963,-0.10051877535722416,-0.3721216917977594,0.16174915676481846,0.95,10000,True
A_RIDGE,C_DECISION_TREE,quadratic_weighted_kappa,0.12343343293162112,0.1268880130476321,-0.22866788525447723,0.4749473305494645,0.95,10000,True
A_RIDGE,D_FROZEN_MINILM,quadratic_weighted_kappa,0.0314457089158533,0.029230453677057233,-0.35074570272355005,0.4025511604026078,0.95,10000,True
